"Town","FIPS","Year","Measure Type","Variable","Value"
"Shelton","0900168170","2008-2012","Ratio to State Median","Margins of Error",0.03
"Shelton","0900168170","2009-2013","Number","Median Home Value",348400
"Shelton","0900168170","2009-2013","Number","Margins of Error",6496
"Shelton","0900168170","2009-2013","Ratio to State Median","Median Home Value",1.25
"Shelton","0900168170","2009-2013","Ratio to State Median","Margins of Error",0.02
"Shelton","0900168170","2010-2014","Number","Median Home Value",348200
"Shelton","0900168170","2010-2014","Number","Margins of Error",7597
"Shelton","0900168170","2010-2014","Ratio to State Median","Median Home Value",1.27
"Shelton","0900168170","2010-2014","Ratio to State Median","Margins of Error",0.03
"Shelton","0900168170","2011-2015","Number","Median Home Value",343200
"Shelton","0900168170","2011-2015","Number","Margins of Error",7250
"Shelton","0900168170","2011-2015","Ratio to State Median","Median Home Value",1.27
"Shelton","0900168170","2011-2015","Ratio to State Median","Margins of Error",0.03
"Shelton","0900168170","2012-2016","Number","Median Home Value",338200
"Shelton","0900168170","2012-2016","Number","Margins of Error",5045
"Shelton","0900168170","2012-2016","Ratio to State Median","Median Home Value",1.26
"Shelton","0900168170","2012-2016","Ratio to State Median","Margins of Error",0.02
"Shelton","0900168170","2013-2017","Number","Median Home Value",341500
"Shelton","0900168170","2013-2017","Number","Margins of Error",4854
"Shelton","0900168170","2013-2017","Ratio to State Median","Median Home Value",1.26
"Shelton","0900168170","2013-2017","Ratio to State Median","Margins of Error",0.02
"Shelton","0900168170","2014-2018","Number","Median Home Value",345200
"Shelton","0900168170","2014-2018","Number","Margins of Error",5311
"Shelton","0900168170","2014-2018","Ratio to State Median","Median Home Value",1.27
"Shelton","0900168170","2014-2018","Ratio to State Median","Margins of Error",0.02
"Shelton","0900168170","2015-2019","Number","Median Home Value",349300
"Shelton","0900168170","2015-2019","Number","Margins of Error",5353
"Shelton","0900168170","2015-2019","Ratio to State Median","Median Home Value",1.27
"Shelton","0900168170","2015-2019","Ratio to State Median","Margins of Error",0.02
"Shelton","0900168170","2016-2020","Number","Median Home Value",345200
"Shelton","0900168170","2016-2020","Number","Margins of Error",6112
"Shelton","0900168170","2016-2020","Ratio to State Median","Median Home Value",1.23
"Shelton","0900168170","2016-2020","Ratio to State Median","Margins of Error",0.02
"Sherman","0900168310","2006-2010","Number","Median Home Value",574500
"Sherman","0900168310","2006-2010","Number","Margins of Error",38634
"Sherman","0900168310","2006-2010","Ratio to State Median","Median Home Value",1.94
"Sherman","0900168310","2006-2010","Ratio to State Median","Margins of Error",0.13
"Sherman","0900168310","2007-2011","Number","Median Home Value",596200
"Sherman","0900168310","2007-2011","Number","Margins of Error",34778
"Sherman","0900168310","2007-2011","Ratio to State Median","Median Home Value",2.03
"Sherman","0900168310","2007-2011","Ratio to State Median","Margins of Error",0.12
"Sherman","0900168310","2008-2012","Number","Median Home Value",570100
"Sherman","0900168310","2008-2012","Number","Margins of Error",38383
"Sherman","0900168310","2008-2012","Ratio to State Median","Median Home Value",1.99
"Sherman","0900168310","2008-2012","Ratio to State Median","Margins of Error",0.13
"Sherman","0900168310","2009-2013","Number","Median Home Value",550200
"Sherman","0900168310","2009-2013","Number","Margins of Error",48186
"Sherman","0900168310","2009-2013","Ratio to State Median","Median Home Value",1.97
"Sherman","0900168310","2009-2013","Ratio to State Median","Margins of Error",0.17
"Sherman","0900168310","2010-2014","Number","Median Home Value",488400
"Sherman","0900168310","2010-2014","Number","Margins of Error",36105
"Sherman","0900168310","2010-2014","Ratio to State Median","Median Home Value",1.78
"Sherman","0900168310","2010-2014","Ratio to State Median","Margins of Error",0.13
"Sherman","0900168310","2011-2015","Number","Median Home Value",491000
"Sherman","0900168310","2011-2015","Number","Margins of Error",40108
"Sherman","0900168310","2011-2015","Ratio to State Median","Median Home Value",1.82
"Sherman","0900168310","2011-2015","Ratio to State Median","Margins of Error",0.15
"Sherman","0900168310","2012-2016","Number","Median Home Value",472000
"Sherman","0900168310","2012-2016","Number","Margins of Error",33863
"Sherman","0900168310","2012-2016","Ratio to State Median","Median Home Value",1.75
"Sherman","0900168310","2012-2016","Ratio to State Median","Margins of Error",0.13
"Sherman","0900168310","2013-2017","Number","Median Home Value",455800
"Sherman","0900168310","2013-2017","Number","Margins of Error",29075
"Sherman","0900168310","2013-2017","Ratio to State Median","Median Home Value",1.69
"Sherman","0900168310","2013-2017","Ratio to State Median","Margins of Error",0.11
"Sherman","0900168310","2014-2018","Number","Median Home Value",457100
"Sherman","0900168310","2014-2018","Number","Margins of Error",28646
"Sherman","0900168310","2014-2018","Ratio to State Median","Median Home Value",1.68
"Sherman","0900168310","2014-2018","Ratio to State Median","Margins of Error",0.11
"Sherman","0900168310","2015-2019","Number","Median Home Value",466200
"Sherman","0900168310","2015-2019","Number","Margins of Error",22848
"Sherman","0900168310","2015-2019","Ratio to State Median","Median Home Value",1.69
"Sherman","0900168310","2015-2019","Ratio to State Median","Margins of Error",0.08
"Sherman","0900168310","2016-2020","Number","Median Home Value",457300
"Sherman","0900168310","2016-2020","Number","Margins of Error",53685
"Sherman","0900168310","2016-2020","Ratio to State Median","Median Home Value",1.63
"Sherman","0900168310","2016-2020","Ratio to State Median","Margins of Error",0.19
"Simsbury","0900368940","2006-2010","Number","Median Home Value",350500
"Simsbury","0900368940","2006-2010","Number","Margins of Error",7960
"Simsbury","0900368940","2006-2010","Ratio to State Median","Median Home Value",1.18
"Simsbury","0900368940","2006-2010","Ratio to State Median","Margins of Error",0.03
"Simsbury","0900368940","2007-2011","Number","Median Home Value",345900
"Simsbury","0900368940","2007-2011","Number","Margins of Error",8152
"Simsbury","0900368940","2007-2011","Ratio to State Median","Median Home Value",1.18
"Simsbury","0900368940","2007-2011","Ratio to State Median","Margins of Error",0.03
"Simsbury","0900368940","2008-2012","Number","Median Home Value",342400
"Simsbury","0900368940","2008-2012","Number","Margins of Error",7563
"Simsbury","0900368940","2008-2012","Ratio to State Median","Median Home Value",1.2
"Simsbury","0900368940","2008-2012","Ratio to State Median","Margins of Error",0.03
"Simsbury","0900368940","2009-2013","Number","Median Home Value",338100
"Simsbury","0900368940","2009-2013","Number","Margins of Error",6838
"Simsbury","0900368940","2009-2013","Ratio to State Median","Median Home Value",1.21
"Simsbury","0900368940","2009-2013","Ratio to State Median","Margins of Error",0.02
"Simsbury","0900368940","2010-2014","Number","Median Home Value",334800
"Simsbury","0900368940","2010-2014","Number","Margins of Error",7588
"Simsbury","0900368940","2010-2014","Ratio to State Median","Median Home Value",1.22
"Simsbury","0900368940","2010-2014","Ratio to State Median","Margins of Error",0.03
"Simsbury","0900368940","2011-2015","Number","Median Home Value",328600
"Simsbury","0900368940","2011-2015","Number","Margins of Error",6045
"Simsbury","0900368940","2011-2015","Ratio to State Median","Median Home Value",1.21
"Simsbury","0900368940","2011-2015","Ratio to State Median","Margins of Error",0.02
"Simsbury","0900368940","2012-2016","Number","Median Home Value",328600
"Simsbury","0900368940","2012-2016","Number","Margins of Error",6800
"Simsbury","0900368940","2012-2016","Ratio to State Median","Median Home Value",1.22
"Simsbury","0900368940","2012-2016","Ratio to State Median","Margins of Error",0.03
"Simsbury","0900368940","2013-2017","Number","Median Home Value",327800
"Simsbury","0900368940","2013-2017","Number","Margins of Error",6407
"Simsbury","0900368940","2013-2017","Ratio to State Median","Median Home Value",1.21
"Simsbury","0900368940","2013-2017","Ratio to State Median","Margins of Error",0.02
"Simsbury","0900368940","2014-2018","Number","Median Home Value",329500
"Simsbury","0900368940","2014-2018","Number","Margins of Error",7317
"Simsbury","0900368940","2014-2018","Ratio to State Median","Median Home Value",1.21
"Simsbury","0900368940","2014-2018","Ratio to State Median","Margins of Error",0.03
"Simsbury","0900368940","2015-2019","Number","Median Home Value",332800
"Simsbury","0900368940","2015-2019","Number","Margins of Error",6922
"Simsbury","0900368940","2015-2019","Ratio to State Median","Median Home Value",1.21
"Simsbury","0900368940","2015-2019","Ratio to State Median","Margins of Error",0.03
"Simsbury","0900368940","2016-2020","Number","Median Home Value",341000
"Simsbury","0900368940","2016-2020","Number","Margins of Error",7392
"Simsbury","0900368940","2016-2020","Ratio to State Median","Median Home Value",1.22
"Simsbury","0900368940","2016-2020","Ratio to State Median","Margins of Error",0.03
"Somers","0901369220","2006-2010","Number","Median Home Value",337500
"Somers","0901369220","2006-2010","Number","Margins of Error",13312
"Somers","0901369220","2006-2010","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2006-2010","Ratio to State Median","Margins of Error",0.05
"Somers","0901369220","2007-2011","Number","Median Home Value",333200
"Somers","0901369220","2007-2011","Number","Margins of Error",14126
"Somers","0901369220","2007-2011","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2007-2011","Ratio to State Median","Margins of Error",0.05
"Somers","0901369220","2008-2012","Number","Median Home Value",325000
"Somers","0901369220","2008-2012","Number","Margins of Error",10753
"Somers","0901369220","2008-2012","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2008-2012","Ratio to State Median","Margins of Error",0.04
"Somers","0901369220","2009-2013","Number","Median Home Value",316800
"Somers","0901369220","2009-2013","Number","Margins of Error",10554
"Somers","0901369220","2009-2013","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2009-2013","Ratio to State Median","Margins of Error",0.04
"Somers","0901369220","2010-2014","Number","Median Home Value",314600
"Somers","0901369220","2010-2014","Number","Margins of Error",10423
"Somers","0901369220","2010-2014","Ratio to State Median","Median Home Value",1.15
"Somers","0901369220","2010-2014","Ratio to State Median","Margins of Error",0.04
"Somers","0901369220","2011-2015","Number","Median Home Value",308500
"Somers","0901369220","2011-2015","Number","Margins of Error",12582
"Somers","0901369220","2011-2015","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2011-2015","Ratio to State Median","Margins of Error",0.05
"Somers","0901369220","2012-2016","Number","Median Home Value",306700
"Somers","0901369220","2012-2016","Number","Margins of Error",13985
"Somers","0901369220","2012-2016","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2012-2016","Ratio to State Median","Margins of Error",0.05
"Somers","0901369220","2013-2017","Number","Median Home Value",308500
"Somers","0901369220","2013-2017","Number","Margins of Error",13773
"Somers","0901369220","2013-2017","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2013-2017","Ratio to State Median","Margins of Error",0.05
"Somers","0901369220","2014-2018","Number","Median Home Value",317100
"Somers","0901369220","2014-2018","Number","Margins of Error",14412
"Somers","0901369220","2014-2018","Ratio to State Median","Median Home Value",1.16
"Somers","0901369220","2014-2018","Ratio to State Median","Margins of Error",0.05
"Somers","0901369220","2015-2019","Number","Median Home Value",323300
"Somers","0901369220","2015-2019","Number","Margins of Error",12889
"Somers","0901369220","2015-2019","Ratio to State Median","Median Home Value",1.17
"Somers","0901369220","2015-2019","Ratio to State Median","Margins of Error",0.05
"Somers","0901369220","2016-2020","Number","Median Home Value",318200
"Somers","0901369220","2016-2020","Number","Margins of Error",15739
"Somers","0901369220","2016-2020","Ratio to State Median","Median Home Value",1.14
"Somers","0901369220","2016-2020","Ratio to State Median","Margins of Error",0.06
"South Windsor","0900371390","2006-2010","Number","Median Home Value",276100
"South Windsor","0900371390","2006-2010","Number","Margins of Error",8550
"South Windsor","0900371390","2006-2010","Ratio to State Median","Median Home Value",0.93
"South Windsor","0900371390","2006-2010","Ratio to State Median","Margins of Error",0.03
"South Windsor","0900371390","2007-2011","Number","Median Home Value",274600
"South Windsor","0900371390","2007-2011","Number","Margins of Error",9252
"South Windsor","0900371390","2007-2011","Ratio to State Median","Median Home Value",0.94
"South Windsor","0900371390","2007-2011","Ratio to State Median","Margins of Error",0.03
"South Windsor","0900371390","2008-2012","Number","Median Home Value",276300
"South Windsor","0900371390","2008-2012","Number","Margins of Error",7335
"South Windsor","0900371390","2008-2012","Ratio to State Median","Median Home Value",0.97
"South Windsor","0900371390","2008-2012","Ratio to State Median","Margins of Error",0.03
"South Windsor","0900371390","2009-2013","Number","Median Home Value",271700
"South Windsor","0900371390","2009-2013","Number","Margins of Error",7716
"South Windsor","0900371390","2009-2013","Ratio to State Median","Median Home Value",0.97
"South Windsor","0900371390","2009-2013","Ratio to State Median","Margins of Error",0.03
"South Windsor","0900371390","2010-2014","Number","Median Home Value",272100
"South Windsor","0900371390","2010-2014","Number","Margins of Error",6575
"South Windsor","0900371390","2010-2014","Ratio to State Median","Median Home Value",0.99
"South Windsor","0900371390","2010-2014","Ratio to State Median","Margins of Error",0.02
"South Windsor","0900371390","2011-2015","Number","Median Home Value",276300
"South Windsor","0900371390","2011-2015","Number","Margins of Error",6741
"South Windsor","0900371390","2011-2015","Ratio to State Median","Median Home Value",1.02
"South Windsor","0900371390","2011-2015","Ratio to State Median","Margins of Error",0.03
"South Windsor","0900371390","2012-2016","Number","Median Home Value",276200
"South Windsor","0900371390","2012-2016","Number","Margins of Error",6050
"South Windsor","0900371390","2012-2016","Ratio to State Median","Median Home Value",1.03
"South Windsor","0900371390","2012-2016","Ratio to State Median","Margins of Error",0.02
"South Windsor","0900371390","2013-2017","Number","Median Home Value",281100
"South Windsor","0900371390","2013-2017","Number","Margins of Error",6826
"South Windsor","0900371390","2013-2017","Ratio to State Median","Median Home Value",1.04
"South Windsor","0900371390","2013-2017","Ratio to State Median","Margins of Error",0.03
"South Windsor","0900371390","2014-2018","Number","Median Home Value",282200
"South Windsor","0900371390","2014-2018","Number","Margins of Error",6755
"South Windsor","0900371390","2014-2018","Ratio to State Median","Median Home Value",1.03
"South Windsor","0900371390","2014-2018","Ratio to State Median","Margins of Error",0.03
"South Windsor","0900371390","2015-2019","Number","Median Home Value",287100
"South Windsor","0900371390","2015-2019","Number","Margins of Error",6103
"South Windsor","0900371390","2015-2019","Ratio to State Median","Median Home Value",1.04
"South Windsor","0900371390","2015-2019","Ratio to State Median","Margins of Error",0.02
"South Windsor","0900371390","2016-2020","Number","Median Home Value",290500
"South Windsor","0900371390","2016-2020","Number","Margins of Error",9251
"South Windsor","0900371390","2016-2020","Ratio to State Median","Median Home Value",1.04
"South Windsor","0900371390","2016-2020","Ratio to State Median","Margins of Error",0.03
"Southbury","0900969640","2006-2010","Number","Median Home Value",341700
"Southbury","0900969640","2006-2010","Number","Margins of Error",17726
"Southbury","0900969640","2006-2010","Ratio to State Median","Median Home Value",1.15
"Southbury","0900969640","2006-2010","Ratio to State Median","Margins of Error",0.06
"Southbury","0900969640","2007-2011","Number","Median Home Value",336800
"Southbury","0900969640","2007-2011","Number","Margins of Error",18603
"Southbury","0900969640","2007-2011","Ratio to State Median","Median Home Value",1.15
"Southbury","0900969640","2007-2011","Ratio to State Median","Margins of Error",0.06
"Southbury","0900969640","2008-2012","Number","Median Home Value",335000
"Southbury","0900969640","2008-2012","Number","Margins of Error",18431
"Southbury","0900969640","2008-2012","Ratio to State Median","Median Home Value",1.17
"Southbury","0900969640","2008-2012","Ratio to State Median","Margins of Error",0.06
"Southbury","0900969640","2009-2013","Number","Median Home Value",322400
"Southbury","0900969640","2009-2013","Number","Margins of Error",15230
"Southbury","0900969640","2009-2013","Ratio to State Median","Median Home Value",1.16
"Southbury","0900969640","2009-2013","Ratio to State Median","Margins of Error",0.05
"Southbury","0900969640","2010-2014","Number","Median Home Value",314000
"Southbury","0900969640","2010-2014","Number","Margins of Error",17010
"Southbury","0900969640","2010-2014","Ratio to State Median","Median Home Value",1.14
"Southbury","0900969640","2010-2014","Ratio to State Median","Margins of Error",0.06
"Southbury","0900969640","2011-2015","Number","Median Home Value",311400
"Southbury","0900969640","2011-2015","Number","Margins of Error",16354
"Southbury","0900969640","2011-2015","Ratio to State Median","Median Home Value",1.15
"Southbury","0900969640","2011-2015","Ratio to State Median","Margins of Error",0.06
"Southbury","0900969640","2012-2016","Number","Median Home Value",318600
"Southbury","0900969640","2012-2016","Number","Margins of Error",14760
"Southbury","0900969640","2012-2016","Ratio to State Median","Median Home Value",1.18
"Southbury","0900969640","2012-2016","Ratio to State Median","Margins of Error",0.06
"Southbury","0900969640","2013-2017","Number","Median Home Value",325000
"Southbury","0900969640","2013-2017","Number","Margins of Error",12002
"Southbury","0900969640","2013-2017","Ratio to State Median","Median Home Value",1.2
"Southbury","0900969640","2013-2017","Ratio to State Median","Margins of Error",0.04
"Southbury","0900969640","2014-2018","Number","Median Home Value",326400
"Southbury","0900969640","2014-2018","Number","Margins of Error",11335
"Southbury","0900969640","2014-2018","Ratio to State Median","Median Home Value",1.2
"Southbury","0900969640","2014-2018","Ratio to State Median","Margins of Error",0.04
"Southbury","0900969640","2015-2019","Number","Median Home Value",325000
"Southbury","0900969640","2015-2019","Number","Margins of Error",11103
"Southbury","0900969640","2015-2019","Ratio to State Median","Median Home Value",1.18
"Southbury","0900969640","2015-2019","Ratio to State Median","Margins of Error",0.04
"Southbury","0900969640","2016-2020","Number","Median Home Value",327800
"Southbury","0900969640","2016-2020","Number","Margins of Error",13371
"Southbury","0900969640","2016-2020","Ratio to State Median","Median Home Value",1.17
"Southbury","0900969640","2016-2020","Ratio to State Median","Margins of Error",0.05
"Southington","0900370550","2006-2010","Number","Median Home Value",279600
"Southington","0900370550","2006-2010","Number","Margins of Error",5779
"Southington","0900370550","2006-2010","Ratio to State Median","Median Home Value",0.94
"Southington","0900370550","2006-2010","Ratio to State Median","Margins of Error",0.02
"Southington","0900370550","2007-2011","Number","Median Home Value",278100
"Southington","0900370550","2007-2011","Number","Margins of Error",6642
"Southington","0900370550","2007-2011","Ratio to State Median","Median Home Value",0.95
"Southington","0900370550","2007-2011","Ratio to State Median","Margins of Error",0.02
"Southington","0900370550","2008-2012","Number","Median Home Value",270400
"Southington","0900370550","2008-2012","Number","Margins of Error",5603
"Southington","0900370550","2008-2012","Ratio to State Median","Median Home Value",0.95
"Southington","0900370550","2008-2012","Ratio to State Median","Margins of Error",0.02
"Southington","0900370550","2009-2013","Number","Median Home Value",267200
"Southington","0900370550","2009-2013","Number","Margins of Error",6931
"Southington","0900370550","2009-2013","Ratio to State Median","Median Home Value",0.96
"Southington","0900370550","2009-2013","Ratio to State Median","Margins of Error",0.03
"Southington","0900370550","2010-2014","Number","Median Home Value",263300
"Southington","0900370550","2010-2014","Number","Margins of Error",6940
"Southington","0900370550","2010-2014","Ratio to State Median","Median Home Value",0.96
"Southington","0900370550","2010-2014","Ratio to State Median","Margins of Error",0.03
"Southington","0900370550","2011-2015","Number","Median Home Value",270300
"Southington","0900370550","2011-2015","Number","Margins of Error",6161
"Southington","0900370550","2011-2015","Ratio to State Median","Median Home Value",1
"Southington","0900370550","2011-2015","Ratio to State Median","Margins of Error",0.02
"Southington","0900370550","2012-2016","Number","Median Home Value",267800
"Southington","0900370550","2012-2016","Number","Margins of Error",6183
"Southington","0900370550","2012-2016","Ratio to State Median","Median Home Value",0.99
"Southington","0900370550","2012-2016","Ratio to State Median","Margins of Error",0.02
"Southington","0900370550","2013-2017","Number","Median Home Value",271900
"Southington","0900370550","2013-2017","Number","Margins of Error",6504
"Southington","0900370550","2013-2017","Ratio to State Median","Median Home Value",1.01
"Southington","0900370550","2013-2017","Ratio to State Median","Margins of Error",0.02
"Southington","0900370550","2014-2018","Number","Median Home Value",275700
"Southington","0900370550","2014-2018","Number","Margins of Error",6102
"Southington","0900370550","2014-2018","Ratio to State Median","Median Home Value",1.01
"Southington","0900370550","2014-2018","Ratio to State Median","Margins of Error",0.02
"Southington","0900370550","2015-2019","Number","Median Home Value",277000
"Southington","0900370550","2015-2019","Number","Margins of Error",6985
"Southington","0900370550","2015-2019","Ratio to State Median","Median Home Value",1.01
"Southington","0900370550","2015-2019","Ratio to State Median","Margins of Error",0.03
"Southington","0900370550","2016-2020","Number","Median Home Value",286900
"Southington","0900370550","2016-2020","Number","Margins of Error",8157
"Southington","0900370550","2016-2020","Ratio to State Median","Median Home Value",1.03
"Southington","0900370550","2016-2020","Ratio to State Median","Margins of Error",0.03
"Sprague","0901171670","2006-2010","Number","Median Home Value",230700
"Sprague","0901171670","2006-2010","Number","Margins of Error",21432
"Sprague","0901171670","2006-2010","Ratio to State Median","Median Home Value",0.78
"Sprague","0901171670","2006-2010","Ratio to State Median","Margins of Error",0.07
"Sprague","0901171670","2007-2011","Number","Median Home Value",216800
"Sprague","0901171670","2007-2011","Number","Margins of Error",33798
"Sprague","0901171670","2007-2011","Ratio to State Median","Median Home Value",0.74
"Sprague","0901171670","2007-2011","Ratio to State Median","Margins of Error",0.12
"Sprague","0901171670","2008-2012","Number","Median Home Value",230000
"Sprague","0901171670","2008-2012","Number","Margins of Error",25391
"Sprague","0901171670","2008-2012","Ratio to State Median","Median Home Value",0.8
"Sprague","0901171670","2008-2012","Ratio to State Median","Margins of Error",0.09
"Sprague","0901171670","2009-2013","Number","Median Home Value",207900
"Sprague","0901171670","2009-2013","Number","Margins of Error",27851
"Sprague","0901171670","2009-2013","Ratio to State Median","Median Home Value",0.75
"Sprague","0901171670","2009-2013","Ratio to State Median","Margins of Error",0.1
"Sprague","0901171670","2010-2014","Number","Median Home Value",202900
"Sprague","0901171670","2010-2014","Number","Margins of Error",22281
"Sprague","0901171670","2010-2014","Ratio to State Median","Median Home Value",0.74
"Sprague","0901171670","2010-2014","Ratio to State Median","Margins of Error",0.08
"Sprague","0901171670","2011-2015","Number","Median Home Value",215400
"Sprague","0901171670","2011-2015","Number","Margins of Error",23337
"Sprague","0901171670","2011-2015","Ratio to State Median","Median Home Value",0.8
"Sprague","0901171670","2011-2015","Ratio to State Median","Margins of Error",0.09
"Sprague","0901171670","2012-2016","Number","Median Home Value",227700
"Sprague","0901171670","2012-2016","Number","Margins of Error",26860
"Sprague","0901171670","2012-2016","Ratio to State Median","Median Home Value",0.85
"Sprague","0901171670","2012-2016","Ratio to State Median","Margins of Error",0.1
"Sprague","0901171670","2013-2017","Number","Median Home Value",217100
"Sprague","0901171670","2013-2017","Number","Margins of Error",20503
"Sprague","0901171670","2013-2017","Ratio to State Median","Median Home Value",0.8
"Sprague","0901171670","2013-2017","Ratio to State Median","Margins of Error",0.08
"Sprague","0901171670","2014-2018","Number","Median Home Value",219400
"Sprague","0901171670","2014-2018","Number","Margins of Error",24939
"Sprague","0901171670","2014-2018","Ratio to State Median","Median Home Value",0.8
"Sprague","0901171670","2014-2018","Ratio to State Median","Margins of Error",0.09
"Sprague","0901171670","2015-2019","Number","Median Home Value",228600
"Sprague","0901171670","2015-2019","Number","Margins of Error",18318
"Sprague","0901171670","2015-2019","Ratio to State Median","Median Home Value",0.83
"Sprague","0901171670","2015-2019","Ratio to State Median","Margins of Error",0.07
"Sprague","0901171670","2016-2020","Number","Median Home Value",212500
"Sprague","0901171670","2016-2020","Number","Margins of Error",20096
"Sprague","0901171670","2016-2020","Ratio to State Median","Median Home Value",0.76
"Sprague","0901171670","2016-2020","Ratio to State Median","Margins of Error",0.07
"Stafford","0901372090","2006-2010","Number","Median Home Value",230500
"Stafford","0901372090","2006-2010","Number","Margins of Error",12558
"Stafford","0901372090","2006-2010","Ratio to State Median","Median Home Value",0.78
"Stafford","0901372090","2006-2010","Ratio to State Median","Margins of Error",0.04
"Stafford","0901372090","2007-2011","Number","Median Home Value",223800
"Stafford","0901372090","2007-2011","Number","Margins of Error",12705
"Stafford","0901372090","2007-2011","Ratio to State Median","Median Home Value",0.76
"Stafford","0901372090","2007-2011","Ratio to State Median","Margins of Error",0.04
"Stafford","0901372090","2008-2012","Number","Median Home Value",206600
"Stafford","0901372090","2008-2012","Number","Margins of Error",14356
"Stafford","0901372090","2008-2012","Ratio to State Median","Median Home Value",0.72
"Stafford","0901372090","2008-2012","Ratio to State Median","Margins of Error",0.05
"Stafford","0901372090","2009-2013","Number","Median Home Value",196100
"Stafford","0901372090","2009-2013","Number","Margins of Error",9644
"Stafford","0901372090","2009-2013","Ratio to State Median","Median Home Value",0.7
"Stafford","0901372090","2009-2013","Ratio to State Median","Margins of Error",0.03
"Stafford","0901372090","2010-2014","Number","Median Home Value",198500
"Stafford","0901372090","2010-2014","Number","Margins of Error",10642
"Stafford","0901372090","2010-2014","Ratio to State Median","Median Home Value",0.72
"Stafford","0901372090","2010-2014","Ratio to State Median","Margins of Error",0.04
"Stafford","0901372090","2011-2015","Number","Median Home Value",190300
"Stafford","0901372090","2011-2015","Number","Margins of Error",9855
"Stafford","0901372090","2011-2015","Ratio to State Median","Median Home Value",0.7
"Stafford","0901372090","2011-2015","Ratio to State Median","Margins of Error",0.04
"Stafford","0901372090","2012-2016","Number","Median Home Value",193400
"Stafford","0901372090","2012-2016","Number","Margins of Error",10354
"Stafford","0901372090","2012-2016","Ratio to State Median","Median Home Value",0.72
"Stafford","0901372090","2012-2016","Ratio to State Median","Margins of Error",0.04
"Stafford","0901372090","2013-2017","Number","Median Home Value",189600
"Stafford","0901372090","2013-2017","Number","Margins of Error",9139
"Stafford","0901372090","2013-2017","Ratio to State Median","Median Home Value",0.7
"Stafford","0901372090","2013-2017","Ratio to State Median","Margins of Error",0.03
"Stafford","0901372090","2014-2018","Number","Median Home Value",197000
"Stafford","0901372090","2014-2018","Number","Margins of Error",9610
"Stafford","0901372090","2014-2018","Ratio to State Median","Median Home Value",0.72
"Stafford","0901372090","2014-2018","Ratio to State Median","Margins of Error",0.04
"Stafford","0901372090","2015-2019","Number","Median Home Value",191600
"Stafford","0901372090","2015-2019","Number","Margins of Error",6990
"Stafford","0901372090","2015-2019","Ratio to State Median","Median Home Value",0.7
"Stafford","0901372090","2015-2019","Ratio to State Median","Margins of Error",0.03
"Stafford","0901372090","2016-2020","Number","Median Home Value",200100
"Stafford","0901372090","2016-2020","Number","Margins of Error",11916
"Stafford","0901372090","2016-2020","Ratio to State Median","Median Home Value",0.72
"Stafford","0901372090","2016-2020","Ratio to State Median","Margins of Error",0.04
"Stamford","0900173070","2006-2010","Number","Median Home Value",574900
"Stamford","0900173070","2006-2010","Number","Margins of Error",12588
"Stamford","0900173070","2006-2010","Ratio to State Median","Median Home Value",1.94
"Stamford","0900173070","2006-2010","Ratio to State Median","Margins of Error",0.04
"Stamford","0900173070","2007-2011","Number","Median Home Value",571400
"Stamford","0900173070","2007-2011","Number","Margins of Error",11333
"Stamford","0900173070","2007-2011","Ratio to State Median","Median Home Value",1.95
"Stamford","0900173070","2007-2011","Ratio to State Median","Margins of Error",0.04
"Stamford","0900173070","2008-2012","Number","Median Home Value",537300
"Stamford","0900173070","2008-2012","Number","Margins of Error",12518
"Stamford","0900173070","2008-2012","Ratio to State Median","Median Home Value",1.88
"Stamford","0900173070","2008-2012","Ratio to State Median","Margins of Error",0.04
"Stamford","0900173070","2009-2013","Number","Median Home Value",515400
"Stamford","0900173070","2009-2013","Number","Margins of Error",13908
"Stamford","0900173070","2009-2013","Ratio to State Median","Median Home Value",1.85
"Stamford","0900173070","2009-2013","Ratio to State Median","Margins of Error",0.05
"Stamford","0900173070","2010-2014","Number","Median Home Value",506000
"Stamford","0900173070","2010-2014","Number","Margins of Error",13175
"Stamford","0900173070","2010-2014","Ratio to State Median","Median Home Value",1.84
"Stamford","0900173070","2010-2014","Ratio to State Median","Margins of Error",0.05
"Stamford","0900173070","2011-2015","Number","Median Home Value",501200
"Stamford","0900173070","2011-2015","Number","Margins of Error",12678
"Stamford","0900173070","2011-2015","Ratio to State Median","Median Home Value",1.85
"Stamford","0900173070","2011-2015","Ratio to State Median","Margins of Error",0.05
"Stamford","0900173070","2012-2016","Number","Median Home Value",504200
"Stamford","0900173070","2012-2016","Number","Margins of Error",14242
"Stamford","0900173070","2012-2016","Ratio to State Median","Median Home Value",1.87
"Stamford","0900173070","2012-2016","Ratio to State Median","Margins of Error",0.05
"Stamford","0900173070","2013-2017","Number","Median Home Value",516000
"Stamford","0900173070","2013-2017","Number","Margins of Error",13764
"Stamford","0900173070","2013-2017","Ratio to State Median","Median Home Value",1.91
"Stamford","0900173070","2013-2017","Ratio to State Median","Margins of Error",0.05
